,fighter_1,fighter_2,winner,A_Sig._str._%,A_Td_%,A_Ctrl_%,B_Sig._str._%,B_Td_%,B_Ctrl_%
7138,Tamdan McCrory,Ryan Madigan,Tamdan McCrory,0.52,1.0,1.0,0.0,0.0,0.0
7139,Matt Hamill,Mark Munoz,Matt Hamill,0.48,0.0,0.95,0.37,0.0,0.05
7140,Matt Brown,Pete Sell,Matt Brown,0.77,0.0,0.625,0.0,0.0,0.375
7141,Shane Nelson,Aaron Riley,Shane Nelson,0.41,0.0,0.75,0.44,0.0,0.25
7142,Shane Carwin,Gabriel Gonzaga,Shane Carwin,0.4,0.0,0.06451612903225806,0.62,1.0,0.9354838709677419
7143,Jason Brilz,Tim Boetsch,Jason Brilz,0.33,0.5,0.9958333333333333,0.41,0.0,0.004166666666666667
7144,Kendall Grove,Jason Day,Kendall Grove,0.4,0.0,1.0,0.24,0.0,0.0
7145,Brandon Vera,Michael Patt,Brandon Vera,0.42,0.0,1.0,0.17,0.0,0.0
7146,Gray Maynard,Jim Miller,Gray Maynard,0.39,1.0,0.5924170616113744,0.25,0.0,0.4075829383886256
7147,Quinton Jackson,Keith Jardine,Quinton Jackson,0.37,0.6666666666666666,0.8613861386138614,0.34,0.0,0.13861386138613863
7148,Diego Sanchez,Joe Stevenson,Diego Sanchez,0.47,0.25,0.6571428571428571,0.28,0.0,0.34285714285714286
7149,Dan Hardy,Rory Markham,Dan Hardy,0.41,0.0,1.0,0.28,0.0,0.0
7150,Nate Marquardt,Wilson Gouveia,Nate Marquardt,0.65,0.3333333333333333,1.0,0.21,0.0,0.0
7151,Paul Kelly,Troy Mandaloniz,Paul Kelly,0.37,0.3333333333333333,0.698905109489051,0.46,1.0,0.3010948905109489
7152,Terry Etim,Brian Cobb,Terry Etim,0.44,1.0,0.18181818181818182,0.0,0.5,0.8181818181818182
7153,Evan Dunham,Per Eklund,Evan Dunham,0.48,0.0,0.49206349206349204,0.69,1.0,0.5079365079365079
7154,Junior Dos Santos,Stefan Struve,Junior Dos Santos,0.66,0.0,1.0,0.0,0.0,0.0
7155,Demian Maia,Chael Sonnen,Demian Maia,0.35,0.25,0.09375,0.33,0.0,0.90625
7156,Paulo Thiago,Josh Koscheck,Paulo Thiago,0.29,0.0,1.0,0.27,0.0,0.0
7157,Mike Ciesnolevicz,Neil Grove,Mike Ciesnolevicz,0.0,0.0,0.0,0.0,0.0,1.0
7158,Dan Miller,Jake Rosholt,Dan Miller,0.33,0.0,0.4583333333333333,0.5,0.5,0.5416666666666666
7159,Josh Neer,Mac Danzig,Josh Neer,0.47,0.0,0.42765273311897106,0.5,0.0,0.572347266881029
7160,Kurt Pellegrino,Rob Emerson,Kurt Pellegrino,0.27,0.2,0.5973154362416108,0.27,0.4,0.40268456375838924
7161,Joe Lauzon,Jeremy Stephens,Joe Lauzon,0.64,1.0,0.5813084112149532,0.4,1.0,0.41869158878504675
7162,Cain Velasquez,Denis Stojnic,Cain Velasquez,0.62,0.25,0.9811320754716981,0.17,0.0,0.018867924528301886
7163,Matt Veach,Matt Grice,Matt Veach,0.41,0.3333333333333333,0.4540540540540541,0.6,0.0,0.5459459459459459
7164,Nick Catone,Derek Downey,Nick Catone,0.87,1.0,0.8171091445427728,1.0,0.16666666666666666,0.18289085545722714
7165,Gleison Tibau,Rich Clementi,Gleison Tibau,0.7,0.6666666666666666,0.9095022624434389,0.11,0.0,0.09049773755656108
7166,Matthew Riddle,Steve Bruno,Matthew Riddle,0.59,0.5714285714285714,0.9668587896253602,0.62,1.0,0.03314121037463977
7167,Anthony Johnson,Luigi Fioravanti,Anthony Johnson,0.44,0.0,0.3333333333333333,0.52,0.0,0.6666666666666666
7168,Jon Fitch,Akihiro Gono,Jon Fitch,0.57,0.5714285714285714,0.8340192043895748,0.35,0.0,0.16598079561042525
7169,John Howard,Chris Wilson,John Howard,0.51,1.0,0.6539855072463768,0.54,0.3333333333333333,0.34601449275362317
7170,Jake O'Brien,Christian Wellisch,Jake O'Brien,0.29,0.8181818181818182,0.9874213836477987,0.25,0.0,0.012578616352201259
7171,Jon Jones,Stephan Bonnar,Jon Jones,0.72,0.7,0.6552631578947369,0.48,0.0,0.3447368421052632
7172,Lyoto Machida,Thiago Silva,Lyoto Machida,0.6,0.6666666666666666,0.8604651162790697,0.2,0.0,0.13953488372093023
7173,Georges St-Pierre,BJ Penn,Georges St-Pierre,0.75,0.5714285714285714,0.971830985915493,0.43,0.0,0.028169014084507043
7174,Clay Guida,Nate Diaz,Clay Guida,0.49,0.36363636363636365,0.9137931034482759,0.36,0.0,0.08620689655172414
7175,Thiago Tavares,Manvel Gamburyan,Thiago Tavares,0.42,0.42857142857142855,0.6905829596412556,0.3,0.2,0.3094170403587444
7177,Dan Cramer,Matt Arroyo,Dan Cramer,0.35,0.0,0.818295739348371,0.64,0.4,0.18170426065162906
7178,Dan Henderson,Rich Franklin,Dan Henderson,0.4,0.6666666666666666,0.7669172932330827,0.4,0.0,0.23308270676691728
7179,Alan Belcher,Denis Kang,Alan Belcher,0.32,0.0,0.05509641873278237,0.47,0.6,0.9449035812672176
7180,Martin Kampmann,Alexandre Barros,Martin Kampmann,0.63,0.0,0.5794392523364486,0.4,0.5,0.4205607476635514
7181,Eric Schafer,Antonio Mendes,Eric Schafer,0.73,0.0,0.9538461538461539,0.6,0.0,0.046153846153846156
7182,Tomasz Drwal,Ivan Serati,Tomasz Drwal,0.63,1.0,1.0,0.27,0.0,0.0
7183,Dennis Siver,Nate Mohr,Dennis Siver,0.25,0.0,0.0603448275862069,0.47,0.5,0.9396551724137931
7184,John Hathaway,Tom Egan,John Hathaway,0.5,0.7142857142857143,1.0,0.0,0.0,0.0
7185,Mauricio Rua,Mark Coleman,Mauricio Rua,0.6,0.5,0.3609671848013817,0.44,0.7777777777777778,0.6390328151986183
7186,Rousimar Palhares,Jeremy Horn,Rousimar Palhares,0.51,0.7,0.9208333333333333,0.19,1.0,0.07916666666666666
7187,Marcus Davis,Chris Lytle,Marcus Davis,0.35,0.0,0.6666666666666666,0.36,0.0,0.3333333333333333
7188,Yushin Okami,Dean Lister,Yushin Okami,0.5,0.0,0.9727767695099818,0.15,0.0,0.02722323049001815
7189,Matt Hamill,Reese Andy,Matt Hamill,0.34,1.0,1.0,0.46,0.0,0.0
7190,CB Dollaway,Mike Massenzio,CB Dollaway,0.47,1.0,0.967741935483871,0.5,0.0,0.03225806451612903
7191,Cheick Kongo,Mostapha Al-Turk,Cheick Kongo,0.77,1.0,0.4556213017751479,0.44,0.0,0.5443786982248521
7192,Rashad Evans,Forrest Griffin,Rashad Evans,0.47,1.0,0.9776119402985075,0.33,0.0,0.022388059701492536
