,fighter_1,fighter_2,winner,A_Sig._str._%,A_Td_%,A_Ctrl_%,B_Sig._str._%,B_Td_%,B_Ctrl_%
4278,Josh Stansbury,Devin Clark,Devin Clark,0.54,0.0,0.4520547945205479,0.45,0.16666666666666666,0.547945205479452
4279,Joseph Benavidez,Henry Cejudo,Joseph Benavidez,0.29,0.0,0.07142857142857142,0.34,0.14285714285714285,0.9285714285714286
4280,Kailin Curran,Jamie Moyle,Jamie Moyle,0.35,0.0,0.8361904761904762,0.6,0.3,0.16380952380952382
4281,Ion Cutelaba,Jared Cannonier,Jared Cannonier,0.31,0.8571428571428571,0.6021052631578947,0.62,0.0,0.39789473684210525
4282,Sara McMann,Alexis Davis,Sara McMann,0.38,1.0,0.0,0.72,0.0,1.0
4283,Damien Brown,Jon Tuck,Damien Brown,0.26,0.0,0.0,0.44,0.0,1.0
4284,Dan Hooker,Jason Knight,Jason Knight,0.47,0.0,0.12797619047619047,0.31,0.3076923076923077,0.8720238095238095
4285,Ben Nguyen,Geane Herrera,Ben Nguyen,0.41,0.0,0.05,0.2,0.2,0.95
4286,Yao Zhikui,Jenel Lausa,Jenel Lausa,0.23,0.16666666666666666,0.6927710843373494,0.51,1.0,0.3072289156626506
4287,Jake Matthews,Andrew Holbrook,Andrew Holbrook,0.35,1.0,0.6483739837398373,0.56,1.0,0.3516260162601626
4288,Khalil Rountree Jr.,Tyson Pedro,Tyson Pedro,0.42,0.0,0.0,0.57,1.0,1.0
4289,Robert Whittaker,Derek Brunson,Robert Whittaker,0.56,0.0,0.08860759493670886,0.45,0.0,0.9113924050632911
4290,Daniel Kelly,Chris Camozzi,Daniel Kelly,0.38,1.0,1.0,0.48,0.0,0.0
4291,Marlon Vera,Guangyou Ning,Marlon Vera,0.5,0.3333333333333333,0.49244712990936557,0.42,0.0,0.5075528700906344
4292,Yusuke Kasuya,Alexander Volkanovski,Alexander Volkanovski,0.4,0.5,0.275,0.65,1.0,0.725
4293,Richard Walsh,Jonathan Meunier,Jonathan Meunier,0.2,0.25,0.6837944664031621,0.47,0.3333333333333333,0.31620553359683795
4294,Seo Hee Ham,Danielle Taylor,Danielle Taylor,0.3,0.0,1.0,0.27,0.0,0.0
4295,Kyle Noke,Omari Akhmedov,Omari Akhmedov,0.31,0.0,0.0,0.31,0.75,1.0
4296,Johnny Eduardo,Manvel Gamburyan,Johnny Eduardo,0.48,0.0,1.0,0.45,0.0,0.0
4297,Thales Leites,Krzysztof Jotko,Krzysztof Jotko,0.28,0.125,0.25920245398773006,0.5,0.5,0.74079754601227
4298,Sergio Moraes,Zak Ottow,Sergio Moraes,0.38,0.3333333333333333,1.0,0.31,0.0,0.0
4300,Thomas Almeida,Albert Morales,Thomas Almeida,0.51,0.0,0.14285714285714285,0.24,0.5,0.8571428571428571
4301,Warlley Alves,Kamaru Usman,Kamaru Usman,0.34,0.0,0.0,0.47,0.5,1.0
4302,Marcos Rogerio de Lima,Gadzhimurad Antigulov,Gadzhimurad Antigulov,0.33,0.0,0.42,0.0,1.0,0.58
4303,Ryan Bader,Rogerio Nogueira,Ryan Bader,0.74,1.0,1.0,0.25,0.0,0.0
4304,Claudia Gadelha,Cortney Casey,Claudia Gadelha,0.42,1.0,0.9529702970297029,0.32,0.0,0.04702970297029703
4305,Cezar Ferreira,Jack Hermansson,Cezar Ferreira,0.33,1.0,0.9759036144578314,0.28,0.0,0.024096385542168676
4306,Luis Henrique,Christian Colombo,Luis Henrique,0.59,1.0,1.0,0.21,0.0,0.0
4307,Pedro Munhoz,Justin Scoggins,Pedro Munhoz,0.35,0.0,0.5333333333333333,0.43,1.0,0.4666666666666667
4308,Artem Lobov,Teruto Ishihara,Artem Lobov,0.51,1.0,0.4152542372881356,0.4,0.0,0.5847457627118644
4309,Magnus Cedenblad,Jack Marshman,Jack Marshman,0.43,1.0,0.9540636042402827,0.46,0.0,0.045936395759717315
4310,Justin Ledet,Mark Godbeer,Justin Ledet,0.27,1.0,0.8823529411764706,0.45,0.0,0.11764705882352941
4311,Anna Elmose,Amanda Cooper,Amanda Cooper,0.48,0.0,0.4227129337539432,0.4,0.6666666666666666,0.5772870662460567
4312,Ross Pearson,Stevie Ray,Stevie Ray,0.41,0.0,0.04,0.41,0.3333333333333333,0.96
4313,Kyoji Horiguchi,Ali Bagautinov,Kyoji Horiguchi,0.59,0.4444444444444444,0.6167800453514739,0.42,0.3333333333333333,0.3832199546485261
4314,Gegard Mousasi,Uriah Hall,Gegard Mousasi,0.5,0.5,1.0,0.48,0.0,0.0
4315,Charlie Ward,Abdul Razak Alhassan,Abdul Razak Alhassan,0.14,0.0,0.0,0.54,0.0,1.0
4316,Zak Cummings,Alexander Yakovlev,Zak Cummings,0.3,0.0,0.9722222222222222,0.43,0.5,0.027777777777777776
4317,Brett Johns,Kwan Ho Kwak,Brett Johns,0.61,0.7333333333333333,0.9851239669421488,0.41,0.0,0.01487603305785124
4318,Kevin Lee,Magomed Mustafaev,Kevin Lee,0.71,0.7777777777777778,0.8668122270742358,0.58,0.0,0.1331877729257642
4319,Marion Reneau,Milana Dudieva,Marion Reneau,0.35,1.0,0.6365853658536585,0.36,0.5,0.36341463414634145
4320,Timothy Johnson,Alexander Volkov,Alexander Volkov,0.46,0.125,0.5481927710843374,0.53,0.5,0.45180722891566266
4321,Eddie Alvarez,Conor McGregor,Conor McGregor,0.21,0.0,0.5181818181818182,0.38,0.0,0.4818181818181818
4323,Jim Miller,Thiago Alves,Jim Miller,0.32,0.8,0.920863309352518,0.32,0.0,0.07913669064748201
4324,Khabib Nurmagomedov,Michael Johnson,Khabib Nurmagomedov,0.66,0.3333333333333333,1.0,0.24,0.0,0.0
4325,Rafael Natal,Tim Boetsch,Tim Boetsch,0.27,0.0,0.0,0.56,0.0,1.0
4326,Miesha Tate,Raquel Pennington,Raquel Pennington,0.32,0.2,0.3961424332344214,0.55,1.0,0.6038575667655787
4327,Vicente Luque,Belal Muhammad,Vicente Luque,0.42,0.0,1.0,0.3,0.0,0.0
4328,Liz Carmouche,Katlyn Cerminara,Liz Carmouche,0.42,0.5714285714285714,0.9785407725321889,0.19,0.0,0.02145922746781116
4329,Frankie Edgar,Jeremy Stephens,Frankie Edgar,0.52,0.35714285714285715,0.9897260273972602,0.22,0.0,0.010273972602739725
4330,Chris Weidman,Yoel Romero,Yoel Romero,0.25,0.125,0.18115942028985507,0.45,0.6666666666666666,0.8188405797101449
4331,Joanna Jedrzejczyk,Karolina Kowalkiewicz,Joanna Jedrzejczyk,0.47,1.0,0.4940898345153664,0.22,0.0,0.5059101654846335
4332,Beneil Dariush,Rashid Magomedov,Beneil Dariush,0.5,0.0,0.6053268765133172,0.52,0.5,0.3946731234866828
4333,Ricardo Lamas,Charles Oliveira,Ricardo Lamas,0.55,1.0,0.40273972602739727,0.72,1.0,0.5972602739726027
4334,Alexa Grasso,Heather Clark,Alexa Grasso,0.48,0.5,0.5929203539823009,0.45,0.0,0.40707964601769914
4335,Erik Perez,Felipe Arantes,Erik Perez,0.37,0.6,0.7859778597785978,0.5,0.0,0.2140221402214022
4336,Rafael Dos Anjos,Tony Ferguson,Tony Ferguson,0.43,0.0,1.0,0.49,0.0,0.0
4337,Erick Montano,Max Griffin,Max Griffin,0.42,0.0,0.0,0.5,0.0,1.0
4338,Henry Briones,Douglas Silva de Andrade,Douglas Silva de Andrade,0.46,0.0,0.16666666666666666,0.45,1.0,0.8333333333333334
4339,Diego Sanchez,Marcin Held,Diego Sanchez,0.56,0.0,0.9685863874345549,0.36,0.0,0.031413612565445025
4340,Sam Alvey,Alex Nicholson,Sam Alvey,0.45,0.0,1.0,0.45,0.0,0.0
4341,Enrique Barzola,Chris Avila,Enrique Barzola,0.56,0.5833333333333334,1.0,0.27,0.0,0.0
4342,Marco Polo Reyes,Jason Novelli,Marco Polo Reyes,0.3,0.0,0.7050691244239631,0.23,0.3333333333333333,0.29493087557603687
4343,Marco Beltran,Joe Soto,Joe Soto,0.37,0.0,0.0,1.0,1.0,1.0
4344,Martin Bravo,Claudio Puelles,Martin Bravo,0.46,0.0,0.05555555555555555,0.42,0.16666666666666666,0.9444444444444444
4345,Leonardo Santos,Adriano Martins,Leonardo Santos,0.32,0.0,0.0,0.4,0.0,0.0
4346,Vitor Belfort,Gegard Mousasi,Gegard Mousasi,0.3,0.0,0.0,0.5,0.25,1.0
4347,Ovince Saint Preux,Jimi Manuwa,Jimi Manuwa,0.34,0.6666666666666666,0.8728813559322034,0.68,0.0,0.1271186440677966
4348,Leon Edwards,Albert Tumenov,Leon Edwards,0.22,0.3,1.0,0.38,0.0,0.0
4349,Danny Roberts,Mike Perry,Mike Perry,0.33,0.0,0.0,0.42,0.0,1.0
4350,Stefan Struve,Daniel Omielanczuk,Stefan Struve,0.39,0.5,0.7021276595744681,0.46,0.0,0.2978723404255319
4351,Mirsad Bektic,Russell Doane,Mirsad Bektic,0.4,0.6666666666666666,1.0,0.4,0.0,0.0
4352,Michael Bisping,Dan Henderson,Michael Bisping,0.35,0.0,0.009615384615384616,0.36,0.25,0.9903846153846154
4353,Davey Grant,Damian Stasiak,Damian Stasiak,0.42,1.0,0.25872093023255816,0.25,0.4444444444444444,0.7412790697674418
4354,Lukasz Sajewski,Marc Diakiese,Marc Diakiese,0.38,0.3333333333333333,0.9684684684684685,0.41,1.0,0.03153153153153153
4355,Brad Pickett,Iuri Alcantara,Iuri Alcantara,0.33,0.0,0.275,0.66,0.0,0.725
4356,Louis Smolka,Brandon Moreno,Brandon Moreno,0.53,1.0,0.14912280701754385,0.72,1.0,0.8508771929824561
4357,Keita Nakamura,Elizeu Zaleski dos Santos,Elizeu Zaleski dos Santos,0.41,0.8333333333333334,0.8584729981378026,0.28,1.0,0.14152700186219738
4358,Kelly Faszholz,Ketlen Vieira,Ketlen Vieira,0.42,0.0,0.08196721311475409,0.22,0.6666666666666666,0.9180327868852459
4359,Shamil Abdurakhimov,Walt Harris,Shamil Abdurakhimov,0.36,0.125,0.6027397260273972,0.33,0.0,0.3972602739726027
4360,Henrique da Silva,Joachim Christensen,Henrique da Silva,0.57,0.0,0.5073313782991202,0.4,0.0,0.49266862170087977
4361,Nate Marquardt,Tamdan McCrory,Nate Marquardt,0.61,1.0,0.9804560260586319,0.3,0.0,0.019543973941368076
4362,Jonathan Wilson,Ion Cutelaba,Ion Cutelaba,0.38,0.0,0.75,0.31,0.0,0.25
4363,Joshua Burkman,Zak Ottow,Zak Ottow,0.37,0.25,0.8941176470588236,0.43,0.0,0.10588235294117647
4364,Hacran Dias,Andre Fili,Andre Fili,0.36,0.3076923076923077,0.7040169133192389,0.36,0.5,0.2959830866807611
4365,Will Brooks,Alex Oliveira,Alex Oliveira,0.94,0.5,0.31424581005586594,0.81,0.4,0.6857541899441341
4366,Cody East,Curtis Blaydes,Curtis Blaydes,0.44,1.0,0.0821917808219178,0.64,0.8333333333333334,0.9178082191780822
4367,John Lineker,John Dodson,John Lineker,0.28,0.0,0.0,0.52,0.0,1.0
4368,Jussier Formiga,Dustin Ortiz,Jussier Formiga,0.23,0.3333333333333333,0.756198347107438,0.2,0.0,0.24380165289256198
4369,Vicente Luque,Hector Urbina,Vicente Luque,0.5,0.0,0.058823529411764705,0.29,0.0,0.9411764705882353
4370,Thiago Santos,Eric Spicely,Eric Spicely,0.22,0.0,0.4421768707482993,0.62,0.5,0.5578231292517006
4371,Erick Silva,Luan Chagas,Erick Silva,0.47,0.0,0.5555555555555556,0.4,0.25,0.4444444444444444
4372,Alan Patrick,Stevie Ray,Alan Patrick,0.58,0.625,0.8883495145631068,0.22,0.0,0.11165048543689321
4373,Francisco Trinaldo,Paul Felder,Francisco Trinaldo,0.47,0.3333333333333333,0.9065743944636678,0.39,0.0,0.09342560553633218
4374,Gilbert Burns,Michel Prazeres,Michel Prazeres,0.37,0.25,0.0,0.39,0.7142857142857143,1.0
4375,Roy Nelson,Antonio Silva,Roy Nelson,0.54,0.0,0.8288288288288288,0.44,0.0,0.17117117117117117
4376,Glaico Franca Moreira,Gregor Gillespie,Gregor Gillespie,0.42,0.0,0.004524886877828055,0.45,0.2631578947368421,0.995475113122172
4377,Cristiane Justino,Lina Lansberg,Cristiane Justino,0.66,1.0,0.9322493224932249,0.6,0.0,0.06775067750677506
4378,Godofredo Pepey,Mike de la Torre,Godofredo Pepey,0.61,0.5,0.8703703703703703,0.33,0.0,0.12962962962962962
4379,Renan Barao,Phillipe Nover,Renan Barao,0.42,1.0,1.0,0.27,0.0,0.0
4380,Rani Yahya,Michinori Tanaka,Rani Yahya,0.55,0.6363636363636364,0.5444015444015444,0.58,0.25,0.4555984555984556
4381,Gabriel Benitez,Sam Sicilia,Gabriel Benitez,0.38,0.0,1.0,0.27,0.0,0.0
4382,Augusto Montano,Belal Muhammad,Belal Muhammad,0.44,0.0,0.0,0.44,0.75,1.0
4383,Chris Wade,Islam Makhachev,Islam Makhachev,0.29,0.0,0.3128205128205128,0.63,1.0,0.6871794871794872
4384,Antonio Carlos Junior,Leonardo Guimaraes,Antonio Carlos Junior,0.53,0.5,0.9823717948717948,0.35,0.0,0.017628205128205128
4385,Chas Skelly,Maximo Blanco,Chas Skelly,1.0,0.0,1.0,0.0,0.0,0.0
4386,Erick Montano,Randy Brown,Randy Brown,0.51,0.25,0.6885964912280702,0.4,0.3333333333333333,0.31140350877192985
4387,Evan Dunham,Ricky Glenn,Evan Dunham,0.51,0.3333333333333333,1.0,0.37,0.0,0.0
4388,Roan Carneiro,Kenny Robertson,Roan Carneiro,0.47,0.3333333333333333,0.4498567335243553,0.2,0.0,0.5501432664756447
4390,Dustin Poirier,Michael Johnson,Michael Johnson,0.5,0.0,0.0,0.37,0.0,1.0
4391,Uriah Hall,Derek Brunson,Derek Brunson,0.33,0.0,0.0,0.57,0.0,1.0
4392,Jose Quinonez,Joey Gomez,Jose Quinonez,0.42,0.7142857142857143,0.9453924914675768,0.32,0.0,0.05460750853242321
4393,Urijah Faber,Jimmie Rivera,Jimmie Rivera,0.19,0.0,0.0,0.33,0.0,0.0
4394,Fabricio Werdum,Travis Browne,Fabricio Werdum,0.59,0.0,0.8737864077669902,0.25,0.0,0.1262135922330097
4395,Jessica Andrade,Joanne Wood,Jessica Andrade,0.71,0.6666666666666666,0.9457013574660633,0.5,0.0,0.05429864253393665
4396,Stipe Miocic,Alistair Overeem,Stipe Miocic,0.56,1.0,0.7777777777777778,0.52,0.0,0.2222222222222222
4397,Jessica Eye,Bethe Correia,Bethe Correia,0.26,0.0,0.047619047619047616,0.32,0.0,0.9523809523809523
4398,Yancy Medeiros,Sean Spencer,Yancy Medeiros,0.29,0.0,1.0,0.19,0.0,0.0
4399,Brad Tavares,Caio Magalhaes,Brad Tavares,0.46,0.0,0.4160839160839161,0.32,0.14285714285714285,0.583916083916084
4400,Drew Dober,Jason Gonzalez,Drew Dober,0.48,0.0,1.0,0.33,0.0,0.0
4401,CM Punk,Mickey Gall,Mickey Gall,0.0,0.0,0.0,0.62,1.0,1.0
4402,Nik Lentz,Michael McBride,Nik Lentz,0.76,0.8333333333333334,0.9319148936170213,0.51,0.0,0.06808510638297872
4403,Ashlee Evans-Smith,Veronica Hardy,Ashlee Evans-Smith,0.63,0.4,0.7680851063829788,0.56,0.0,0.23191489361702128
4404,Rustam Khabilov,Leandro Silva,Rustam Khabilov,0.29,0.2,0.9469387755102041,0.34,0.0,0.053061224489795916
4405,Nick Hein,Tae Hyun Bang,Nick Hein,0.26,0.4,0.05442176870748299,0.34,0.0,0.9455782312925171
4406,Andrei Arlovski,Josh Barnett,Josh Barnett,0.61,0.5,0.26591760299625467,0.64,0.5,0.7340823970037453
4407,Scott Askham,Jack Hermansson,Jack Hermansson,0.34,0.0,0.3488372093023256,0.56,0.16666666666666666,0.6511627906976745
4408,Ryan Bader,Ilir Latifi,Ryan Bader,0.38,0.0,0.07142857142857142,0.3,0.0,0.9285714285714286
4409,Jessin Ayari,Jim Wallhead,Jessin Ayari,0.4,0.0,0.24444444444444444,0.34,0.0,0.7555555555555555
4411,Alexander Gustafsson,Jan Blachowicz,Alexander Gustafsson,0.5,0.8,1.0,0.31,0.0,0.0
4412,Taylor Lapilus,Leandro Issa,Taylor Lapilus,0.43,0.0,0.1291759465478842,0.31,0.21428571428571427,0.8708240534521158
4413,Peter Sobotta,Nicolas Dalby,Peter Sobotta,0.5,0.6,0.9569230769230769,0.26,0.0,0.043076923076923075
4414,Sam Alvey,Kevin Casey,Sam Alvey,0.51,0.0,0.1657754010695187,0.49,0.0,0.8342245989304813
4415,Joe Lauzon,Jim Miller,Jim Miller,0.39,0.75,0.9789473684210527,0.48,0.0,0.021052631578947368
4416,Chad Laprise,Thibault Gouti,Chad Laprise,0.48,0.0,1.0,0.25,0.0,0.0
4417,Enrique Barzola,Kyle Bochniak,Kyle Bochniak,0.33,0.1111111111111111,0.4,0.29,0.3333333333333333,0.6
4418,Jeremy Kennedy,Alex Ricci,Jeremy Kennedy,0.38,0.35714285714285715,0.8839050131926122,0.46,0.0,0.11609498680738786
4419,Demian Maia,Carlos Condit,Demian Maia,1.0,1.0,1.0,0.16,0.0,0.0
4420,Shane Campbell,Felipe Silva,Felipe Silva,0.69,0.0,0.0,0.44,0.0,1.0
4421,Paige VanZant,Bec Rawlings,Paige VanZant,0.39,0.0,1.0,0.41,0.0,0.0
4422,Anthony Pettis,Charles Oliveira,Anthony Pettis,0.6,0.0,0.39139344262295084,0.47,0.36363636363636365,0.6086065573770492
4423,Garreth McLellan,Alessio Di Chirico,Alessio Di Chirico,0.41,0.25,0.5452322738386308,0.44,0.3333333333333333,0.4547677261613692
4424,Cody Garbrandt,Takeya Mizugaki,Cody Garbrandt,0.44,0.0,1.0,0.44,0.0,0.0
4425,Hyun Gyu Lim,Mike Perry,Mike Perry,0.27,0.0,0.0,0.62,0.0,1.0
4426,Colby Covington,Max Griffin,Colby Covington,0.56,0.6666666666666666,0.9886547811993517,0.37,0.0,0.011345218800648298
4427,Anthony Johnson,Glover Teixeira,Anthony Johnson,0.5,0.0,1.0,0.33,0.0,0.0
4428,Raquel Pennington,Elizabeth Phillips,Raquel Pennington,0.66,0.6,0.43323863636363635,0.44,0.2,0.5667613636363636
4429,Randa Markos,Cortney Casey,Cortney Casey,0.23,1.0,0.5714285714285714,0.58,0.0,0.42857142857142855
4430,Alberto Uda,Marvin Vettori,Marvin Vettori,0.44,0.5,0.8907563025210085,0.71,1.0,0.1092436974789916
4431,Rick Story,Donald Cerrone,Donald Cerrone,0.33,0.2,0.7034482758620689,0.61,1.0,0.296551724137931
4432,Neil Magny,Lorenz Larkin,Lorenz Larkin,0.34,0.0,0.04918032786885246,0.66,0.0,0.9508196721311475
4433,Nate Diaz,Conor McGregor,Conor McGregor,0.48,0.14285714285714285,0.7936507936507936,0.57,0.0,0.20634920634920634
4434,Artem Lobov,Chris Avila,Artem Lobov,0.45,0.0,0.6,0.32,0.0,0.4
4435,Tim Means,Sabah Homasi,Tim Means,0.6,0.0,0.11594202898550725,0.41,1.0,0.8840579710144928
4436,Dennis Bermudez,Rony Jason,Dennis Bermudez,0.5,0.5,0.891213389121339,0.21,0.0,0.1087866108786611
4437,Maryna Moroz,Danielle Taylor,Maryna Moroz,0.06,0.0,0.0,0.16,1.0,1.0
4438,Santiago Ponzinibbio,Zak Cummings,Santiago Ponzinibbio,0.46,0.0,0.0,0.23,0.2,1.0
4439,Teruto Ishihara,Horacio Gutierrez,Teruto Ishihara,0.52,0.0,1.0,0.27,0.0,0.0
4440,Yair Rodriguez,Alex Caceres,Yair Rodriguez,0.35,0.5,0.23846153846153847,0.31,1.0,0.7615384615384615
4441,Thales Leites,Chris Camozzi,Thales Leites,0.67,0.45454545454545453,0.968705547652916,0.53,0.0,0.031294452347083924
4442,Cub Swanson,Tatsuya Kawajiri,Cub Swanson,0.61,1.0,0.2717149220489978,0.22,0.25,0.7282850779510023
4443,Viktor Pesta,Marcin Tybura,Marcin Tybura,0.07,0.0,0.6590909090909091,0.24,0.0,0.3409090909090909
4444,Chase Sherman,Justin Ledet,Justin Ledet,0.35,0.0,0.0,0.49,0.0,0.0
4445,Trevor Smith,Joseph Gigliotti,Trevor Smith,0.6,0.6666666666666666,0.9296116504854369,0.48,1.0,0.0703883495145631
4446,Court McGee,Dominique Steele,Court McGee,0.38,0.26666666666666666,0.8223938223938224,0.35,0.0,0.1776061776061776
4447,David Teymur,Jason Novelli,David Teymur,0.42,0.0,0.08,0.28,0.0,0.92
4448,Wilson Reis,Hector Sandoval,Wilson Reis,0.5,0.6,0.9027777777777778,0.38,0.0,0.09722222222222222
4449,Francisco Rivera,Erik Perez,Erik Perez,0.34,0.0,0.0033222591362126247,0.34,0.3333333333333333,0.9966777408637874
4450,Ross Pearson,Jorge Masvidal,Jorge Masvidal,0.37,1.0,0.45454545454545453,0.44,1.0,0.5454545454545454
4452,Ryan Benoit,Fredy Serrano,Ryan Benoit,0.53,0.0,0.22135416666666666,0.36,0.35714285714285715,0.7786458333333334
4453,Robbie Lawler,Tyron Woodley,Tyron Woodley,0.5,0.0,0.0,0.72,0.0,1.0
4454,Matt Brown,Jake Ellenberger,Jake Ellenberger,0.41,0.0,0.0,0.61,0.0,1.0
4455,Cesar Arzamendia,Damien Brown,Damien Brown,0.62,0.0,0.05555555555555555,0.52,0.0,0.9444444444444444
4456,Anthony Hamilton,Damian Grabowski,Anthony Hamilton,0.56,0.0,1.0,0.33,0.0,0.0
4457,Nikita Krylov,Ed Herman,Nikita Krylov,0.5,0.0,0.6875,0.47,1.0,0.3125
4458,Rose Namajunas,Karolina Kowalkiewicz,Karolina Kowalkiewicz,0.48,0.3333333333333333,0.5140845070422535,0.34,0.0,0.4859154929577465
4459,Michel Prazeres,JC Cottrell,Michel Prazeres,0.62,0.5,0.8241308793456033,0.26,0.0,0.17586912065439672
4460,Darren Elkins,Godofredo Pepey,Darren Elkins,0.57,0.8333333333333334,0.9203655352480418,0.52,0.0,0.07963446475195822
4461,Kamaru Usman,Alexander Yakovlev,Kamaru Usman,0.61,0.5555555555555556,1.0,0.53,0.0,0.0
4462,Francis Ngannou,Bojan Mihajlovic,Francis Ngannou,0.4,0.0,1.0,0.5,0.0,0.0
4463,Felice Herrig,Kailin Curran,Felice Herrig,0.43,1.0,1.0,0.29,0.0,0.0
4464,Luis Henrique,Dmitrii Smoliakov,Luis Henrique,0.46,0.14285714285714285,1.0,0.41,0.0,0.0
4465,Holly Holm,Valentina Shevchenko,Valentina Shevchenko,0.25,0.0,0.3917910447761194,0.47,0.42857142857142855,0.6082089552238806
4466,Alex Oliveira,James Moontasri,Alex Oliveira,0.74,0.25,0.8959156785243741,0.46,0.0,0.10408432147562582
4467,Jim Alers,Jason Knight,Jason Knight,0.41,0.4,0.8145161290322581,0.33,0.5,0.18548387096774194
4468,Edson Barboza,Gilbert Melendez,Edson Barboza,0.41,1.0,0.9047619047619048,0.3,0.0,0.09523809523809523
4469,Frankie Saenz,Eddie Wineland,Eddie Wineland,0.38,0.25,0.9425287356321839,0.32,0.0,0.05747126436781609
4470,Tony Ferguson,Lando Vannata,Tony Ferguson,0.55,0.0,0.0,0.36,0.0,1.0
4471,Devin Clark,Alex Nicholson,Alex Nicholson,0.7,1.0,0.9939759036144579,0.58,0.0,0.006024096385542169
4472,Michael McDonald,John Lineker,John Lineker,0.46,0.0,0.0,0.47,0.0,1.0
4473,Tim Boetsch,Josh Samman,Tim Boetsch,0.65,1.0,0.6726804123711341,0.43,0.0,0.327319587628866
4474,Cortney Casey,Cristina Stanciu,Cortney Casey,0.67,1.0,1.0,0.41,0.0,0.0
4475,Scott Holtzman,Cody Pfister,Scott Holtzman,0.53,1.0,0.642495784148398,0.3,0.1111111111111111,0.357504215851602
4476,Louis Smolka,Ben Nguyen,Louis Smolka,0.72,0.5,0.7951127819548872,0.5,0.0,0.20488721804511278
4477,Lauren Murphy,Katlyn Cerminara,Katlyn Cerminara,0.26,0.25,0.9799426934097422,0.32,0.0,0.02005730659025788
4478,Eric Spicely,Sam Alvey,Sam Alvey,0.77,0.0,0.7872340425531915,0.53,0.0,0.2127659574468085
4479,Aleksei Oleinik,Daniel Omielanczuk,Daniel Omielanczuk,0.28,0.5714285714285714,0.70375,0.7,1.0,0.29625
4480,Kyle Noke,Keita Nakamura,Keita Nakamura,0.57,1.0,0.5076923076923077,0.36,0.0,0.49230769230769234
4481,Rani Yahya,Matthew Lopez,Rani Yahya,0.53,0.5,0.785958904109589,0.41,1.0,0.21404109589041095
4483,Miesha Tate,Amanda Nunes,Amanda Nunes,0.2,0.0,0.0,0.63,0.0,1.0
4484,Sage Northcutt,Enrique Marin,Sage Northcutt,0.62,0.0,0.37130801687763715,0.44,0.4,0.6286919831223629
4485,Jim Miller,Takanori Gomi,Jim Miller,0.3,1.0,1.0,0.2,0.0,0.0
4486,Gegard Mousasi,Thiago Santos,Gegard Mousasi,0.61,1.0,1.0,0.38,0.0,0.0
4487,Jose Aldo,Frankie Edgar,Jose Aldo,0.41,0.0,1.0,0.29,0.0,0.0
4488,Cat Zingano,Julianna Pena,Julianna Pena,0.47,0.75,0.6511350059737157,0.57,0.6666666666666666,0.34886499402628435
4489,TJ Dillashaw,Raphael Assuncao,TJ Dillashaw,0.32,0.2,0.9607843137254902,0.35,0.0,0.0392156862745098
4490,Johny Hendricks,Kelvin Gastelum,Kelvin Gastelum,0.44,0.2,0.86,0.49,0.0,0.14
4491,Daniel Cormier,Anderson Silva,Daniel Cormier,0.51,1.0,1.0,0.39,0.0,0.0
4492,Diego Sanchez,Joe Lauzon,Joe Lauzon,0.6,0.0,0.0,0.66,0.0,1.0
4493,Cain Velasquez,Travis Browne,Cain Velasquez,0.63,0.3333333333333333,1.0,0.22,0.0,0.0
4494,Cezar Ferreira,Anthony Smith,Cezar Ferreira,0.58,1.0,0.994263862332696,0.52,0.0,0.0057361376673040155
4495,Jake Matthews,Kevin Lee,Kevin Lee,0.38,0.0,0.0,0.63,0.5,1.0
4496,Gray Maynard,Fernando Bruno,Gray Maynard,0.42,0.42857142857142855,0.7304189435336976,0.31,0.2857142857142857,0.26958105646630237
4497,Andrew Sanchez,Khalil Rountree Jr.,Andrew Sanchez,0.72,0.5,1.0,0.51,0.0,0.0
4498,Joanna Jedrzejczyk,Claudia Gadelha,Joanna Jedrzejczyk,0.53,0.5,0.13746223564954682,0.42,0.3076923076923077,0.8625377643504532
4499,Ross Pearson,Will Brooks,Will Brooks,0.46,0.0,0.3175,0.53,0.16666666666666666,0.6825
4500,Dooho Choi,Thiago Tavares,Dooho Choi,0.57,0.0,0.1259259259259259,0.4,1.0,0.8740740740740741
4501,Joaquim Silva,Andrew Holbrook,Joaquim Silva,0.75,0.0,1.0,0.66,0.0,0.0
4502,John Moraga,Matheus Nicolau,Matheus Nicolau,0.27,0.0,0.0,0.48,0.0,1.0
4503,Cory Hendricks,Josh Stansbury,Josh Stansbury,0.39,0.0,0.037037037037037035,0.57,0.0,0.9629629629629629
4504,Tatiana Suarez,Amanda Cooper,Tatiana Suarez,0.84,1.0,0.8725490196078431,0.25,0.0,0.12745098039215685
4505,Li Jingliang,Anton Zafir,Li Jingliang,0.4,1.0,0.19801980198019803,0.55,1.0,0.801980198019802
4506,Mike Pyle,Alberto Mina,Alberto Mina,0.16,0.0,0.0,0.37,1.0,1.0
4507,Gilbert Burns,Lukasz Sajewski,Gilbert Burns,0.43,0.2,0.6328125,0.46,0.0,0.3671875
4508,Anthony Birchak,Dileno Lopes,Anthony Birchak,0.36,0.0,0.3111111111111111,0.28,0.16666666666666666,0.6888888888888889
4509,Felipe Arantes,Jerrod Sanders,Felipe Arantes,0.33,0.0,0.11044776119402985,0.6,0.3333333333333333,0.8895522388059701
